用户id,用户性别,用户职业,用户教育程度,用户婚姻状态,用户户口类型,收入次数,总收入,支出次数,总支出,工资收入次数,总工资,浏览次数,平均上期账单金额,平均上期还款金额,信用卡额度,平均本期账单余额,平均本期账单最低还款额,平均消费笔数,平均本期账单金额,平均调整金额,平均循环利息,平均可用余额,平均预借现金额度,是否逾期
34776,1,4,3,1,3,265.0,3260.40605,396.0,4324.469145000001,0.0,0.0,528,17.08060511764706,18.198818264705892,19.926754588235298,19.450971647058825,10.426233088235294,0.5588235294117647,19.346211764705885,0.0,1.6072572941176468,0.0,6.3383790294117635,0
18390,1,2,3,3,1,118.0,1363.9951689999994,221.0,2397.7664960000006,0.0,0.0,1827,18.771319777777776,13.408427527777782,19.466499444444445,19.828658083333337,17.94787447222222,1.6666666666666667,6.7678885555555555,-0.5827563611111111,2.607789861111111,0.0,18.650709805555564,1
7553,1,2,4,3,1,228.0,2991.556469000003,1159.0,12752.00876299996,9.0,128.545378,140,17.86804576923077,17.703620923076922,18.361832999999994,17.806668923076924,15.504023153846155,0.6153846153846154,17.241693538461536,0.0,0.0,0.0,0.0,0
10319,2,3,4,2,1,188.0,2266.5102359999996,343.0,3804.600916000002,0.0,0.0,480,8.040146771929823,18.232453385964913,21.19881117543861,13.614006894736846,11.968284140350878,1.1228070175438596,16.852940964912275,-0.3168548771929825,9.283074210526317,0.0,19.87674747368419,0
3242,1,2,3,3,1,701.0,9914.987818000001,1165.0,15955.162962999992,0.0,0.0,906,17.01167536363636,21.26740209090909,21.622312999999995,16.955047909090908,17.156028636363633,2.909090909090909,21.168211181818183,1.8917837272727274,9.517993363636364,0.0,21.622312999999995,0
3230,2,2,3,2,3,136.0,1748.248478000002,232.0,2885.8860950000003,0.0,0.0,144,18.152637323529415,17.428291647058817,13.282875970588238,19.94315047058824,17.395608764705884,1.2058823529411764,18.37332452941176,0.0,9.307644411764707,0.0,12.630502323529408,0
12657,1,2,4,3,2,22.0,238.549141,50.0,505.45472799999993,0.0,0.0,1515,10.177842272727274,9.067870575757574,14.76130706060606,20.104909575757574,17.821284545454542,0.030303030303030304,8.571532424242426,0.0,0.5199129090909091,0.0,5.098552393939392,0
4705,2,2,3,3,3,757.0,9756.080589000014,1294.0,15842.301500000043,1.0,14.001567999999999,1053,17.550434714285714,19.112175619047616,20.410764761904762,19.515343238095237,18.414523619047618,1.8095238095238095,10.415658047619049,0.0,3.3220055238095236,0.0,19.717617285714283,0
6147,1,2,4,3,4,432.0,6534.41968999999,531.0,6306.750035000005,0.0,0.0,4060,7.7582049325842695,15.555501685393256,16.65506142696628,10.748648044943822,13.166832539325835,0.550561797752809,15.293163910112362,-1.2520515280898874,1.8374986966292135,1.2760430786516854,14.78369658426965,0
372,1,2,4,4,4,34.0,342.4712050000001,77.0,797.4667410000003,0.0,0.0,1456,20.317201189189188,16.46464440540539,0.0,20.45876429729731,18.788522405405402,4.594594594594595,19.275804621621624,-10.191743324324325,15.777614567567571,0.0,0.0,0
496,1,2,2,1,1,213.0,2956.9293210000037,466.0,5452.220359999991,0.0,0.0,304,17.62453310483871,13.515746556451615,20.798289999999966,19.354791330645163,18.166105750000014,1.7258064516129032,13.543520999999998,0.0,3.3368587419354845,4.928975717741936,11.142407604838708,0
13754,1,2,4,3,4,16.0,168.722843,35.0,390.0190970000002,0.0,0.0,2585,9.625341975,8.883853375000001,12.556694950000006,11.978644075000002,11.087229675,0.2,9.74213285,0.0,7.80260535,0.0,10.367766675000002,0
702,1,2,3,3,3,798.0,11721.165716999982,1321.0,18114.281166999986,2.0,16.183428,168,20.630793428571426,20.465247142857145,20.703071428571427,20.594739,18.50198985714286,1.8571428571428572,20.538231142857143,0.0,0.0,0.0,0.0,0
4842,1,3,4,3,2,75.0,773.0369550000003,208.0,1956.2469820000001,0.0,0.0,1071,20.728299384615386,19.794494,20.664418000000005,19.83011661538461,18.92612069230769,2.230769230769231,19.69693792307692,0.0,0.0,0.0,0.0,1
10092,1,2,4,1,3,29.0,327.225871,59.0,601.9176439999999,3.0,38.196459999999995,828,17.997313875,15.641399374999997,17.989174875,20.489008208333335,18.00302275,1.0,15.63964166666667,0.0,0.0,0.0,16.421385749999995,1
1857,1,2,2,1,4,500.0,6247.337287999994,1211.0,13325.355310000032,0.0,0.0,98,10.682341257641909,12.066992692139733,14.479039104803453,16.862770598253285,16.049959443231433,0.4126637554585153,13.511122504366815,0.0,0.3642803034934498,0.5828382139737992,8.278626360262042,0
1031,1,3,2,2,1,441.0,5702.9127599999965,949.0,10847.348066000037,0.0,0.0,2189,20.269098444444445,18.839149999999997,14.874486592592595,20.313457814814814,18.497635370370364,1.7407407407407407,13.013638703703704,0.0,4.540942148148148,0.0,9.89340948148148,0
703,2,2,3,1,1,21.0,281.85912800000006,51.0,588.0024739999999,0.0,0.0,2226,4.818566249999998,6.34531225,13.329538749999998,17.087184035714284,15.96224764285714,0.9285714285714286,8.840559107142857,0.0,0.0,0.52966575,2.010781928571429,0
4416,1,2,4,2,2,152.0,1842.9647690000008,293.0,3366.751152000001,0.0,0.0,336,19.478229000000002,17.420223999999997,19.460445,19.467238000000002,17.320545000000003,0.0,17.330748,0.0,0.0,0.0,18.767298,0
12658,1,4,4,3,1,149.0,1869.534857000002,269.0,3091.819468000002,0.0,0.0,510,20.620969449999997,20.4488748,20.664418000000005,20.6445281,18.341940949999998,0.25,20.4365412,0.0,0.0,0.0,0.0,0
114,1,2,3,1,1,312.0,3966.0168500000027,528.0,6314.6751649999915,0.0,0.0,891,16.125477266666667,15.775173200000003,15.5220038,20.519338666666666,18.75233766666667,6.466666666666667,16.48161706666667,10.903255666666666,12.021812200000001,0.0,15.5220038,0
1554,1,2,3,3,2,97.0,1282.510591000001,307.0,3393.425160000003,0.0,0.0,1892,20.076431129629636,18.33279192592593,21.016163148148145,20.861552259259263,18.60057231481482,1.4259259259259258,18.639222666666672,0.0,12.50019742592593,0.0,20.37673600000002,0
3605,1,2,3,3,1,578.0,7129.216161999992,1141.0,12495.017023000015,0.0,0.0,874,15.499861820312493,18.180999229687508,16.073233984375058,17.347289915624962,15.913821768750001,3.025,17.939566518749988,0.0,2.3142092593749983,0.24975511718750001,13.571460854687533,0
45586,1,2,4,3,2,325.0,4437.339687000002,764.0,9156.199841000001,0.0,0.0,169,10.395194765957445,8.547203638297873,21.903508999999985,19.665588276595738,18.168034957446817,0.23404255319148937,10.30927514893617,0.0,0.0,0.0,0.0,0
1032,1,2,3,3,4,104.0,1227.132021,150.0,1630.318897,0.0,0.0,294,11.02393895219885,13.58579747609943,18.671681068833593,15.311079747609945,14.816719988527725,1.3709369024856597,7.156687827915872,-0.08494033460803059,0.8295209254302103,4.928789722753348,6.790922871892938,0
43120,1,2,4,1,3,0.0,0.0,11.0,111.327538,0.0,0.0,1359,17.694625089285708,16.08225237499999,18.090612696428582,20.7416776517857,18.65838304464284,0.8392857142857143,12.020597928571433,2.748056901785714,6.062620821428573,0.3629254642857143,15.218184160714262,1
11946,1,2,3,2,1,45.0,548.0332489999998,115.0,1326.9187820000016,0.0,0.0,7230,-7.402933833333336,19.750966500000004,11.220630777777778,9.529831999999999,8.167838055555556,0.5,20.08725105555556,0.0,0.0,0.0,0.0,0
4843,1,2,2,1,1,255.0,3187.291338000002,485.0,5572.274670000001,9.0,130.391894,825,18.34981171698113,19.47269533962264,20.619578867924535,19.892213735849055,18.442960415094337,5.811320754716981,0.0,0.0,0.0,0.0,19.926431867924542,0
47851,1,2,2,3,3,469.0,6076.28990699999,520.0,6651.470018999994,0.0,0.0,1200,10.010368702702703,9.617874324324326,12.712761405405407,15.73888345945946,14.687329729729726,0.8378378378378378,7.544528567567568,-0.6796724324324325,0.816438837837838,0.0,5.301514135135135,1
28603,1,2,4,1,2,94.0,1271.2045239999998,215.0,2631.3920020000005,0.0,0.0,1350,13.8934735125,13.162823324999994,20.701580243749984,19.64681331874999,18.359748474999996,1.1125,13.731044149999988,0.0,0.0,1.1669972687499999,6.208236168749995,0
30668,1,2,2,2,1,229.0,3047.535416000003,532.0,5935.487150999992,11.0,164.522787,1180,15.305905348837207,17.921953325581395,20.87258346511627,20.443129139534882,18.515080302325575,3.2093023255813953,14.09409786046512,0.0,0.0,0.0,6.2298718837209295,0
38603,1,2,4,3,2,131.0,1725.8666650000007,576.0,6229.904678,0.0,0.0,112,15.971790370370375,15.778267074074073,18.297851425925924,19.634921888888893,17.84655562962963,0.7777777777777778,16.9219567962963,0.0,0.0,0.0,14.06507688888889,0
3973,1,2,3,1,4,67.0,892.5161849999998,177.0,2139.357248000003,12.0,181.202888,270,8.96907719402985,9.206898925373133,10.616819000000003,19.186403537313428,17.236690492537306,0.23880597014925373,8.470211298507461,0.5854319552238807,0.5066846268656716,0.0,5.563539089552237,0
498,1,1,3,1,2,102.0,1113.703192,293.0,2917.5949840000003,0.0,0.0,56,9.184853500000001,13.017434666666666,12.241221999999999,18.211901833333332,15.531049333333334,0.8333333333333334,14.71119833333333,0.0,0.0,0.0,9.180916499999999,0
25367,1,2,4,1,3,133.0,1790.1093300000011,566.0,6366.277913000007,0.0,0.0,468,16.20052291891892,7.036713567567568,19.971270999999998,19.982842189189192,18.022666108108105,1.7297297297297298,11.031736432432435,0.0,7.677464405405406,0.0,19.27812300000001,0
16691,1,2,2,3,4,279.0,3521.832577000003,463.0,5592.527245000005,79.0,1082.32595,630,10.936602786096259,14.018145832442078,16.907930549019667,13.96570565240642,14.413846593582884,5.8449197860962565,8.860152044563284,-0.2757470570409982,0.9133234991087344,1.89621604456328,7.204128021390377,0
2411,1,2,3,2,3,239.0,3050.3593340000025,348.0,4061.4968410000038,0.0,0.0,66,8.825174736363639,12.308323654545458,14.123420945454544,14.82609293636364,15.300211872727267,2.6636363636363636,11.82246120909091,0.6773923818181817,1.1714719818181818,3.8109252999999996,13.181333418181824,0
499,1,2,3,1,3,86.0,1043.544728,472.0,5066.557232000009,11.0,165.38854,128,16.57955545945946,10.995223648648649,18.1350318918919,17.11090689189189,16.39067764864865,1.1081081081081081,17.066308837837834,0.0,0.0,4.320722918918919,17.643205432432435,0
45589,1,2,2,1,1,213.0,2480.534623000002,466.0,5094.051598000002,18.0,225.967351,765,9.935019456338026,14.954678898591535,18.282848095774582,10.580238073239443,12.413249067605632,0.35774647887323946,15.825611614084506,0.0,0.0,1.413054118309858,11.172270219718284,1
10706,1,2,4,1,1,166.0,1980.7748229999995,376.0,4037.8654960000013,8.0,118.981523,1188,18.55448642857143,17.630081085714288,19.207913914285715,18.95665914285714,16.850372371428573,0.0,17.076338599999996,0.0,0.0,0.0,16.33284,0
5417,1,4,3,2,2,67.0,870.9737590000001,142.0,1687.0642340000015,0.0,0.0,1152,11.294077375,14.422577375,17.668685999999997,11.53221125,12.030852375,1.25,12.908335,0.0,0.0,17.167395875,0.0,0
41654,1,2,2,3,1,761.0,12096.242015999967,1339.0,18911.496328999914,0.0,0.0,136,15.930489000000001,16.12113223076923,16.296390000000002,20.89906746153847,19.426834153846155,0.6153846153846154,4.739010923076924,0.0,1.3043193846153847,0.0,15.923157000000002,0
34148,1,2,4,1,3,175.0,2155.4463810000016,202.0,2385.137064000001,9.0,111.60790499999999,2324,3.8282268666666672,3.7477422,5.2235070666666665,18.3016932,16.438195333333333,0.13333333333333333,5.038475333333333,0.0,0.0,0.0,3.7534596000000002,1
3529,1,2,3,3,2,307.0,3894.750996000003,853.0,9544.610358000027,12.0,176.37900400000004,777,14.718930599999998,18.345007599999995,19.971270999999998,18.564870199999998,16.545755800000002,3.2,18.751123200000002,0.0,0.0,0.0,0.0,0
4127,1,4,4,3,4,51.0,652.6405460000005,153.0,1786.0592370000004,1.0,16.059248,776,18.927898269230777,20.290959730769234,20.425563384615376,17.451730076923077,16.904946269230773,2.1153846153846154,8.924503769230771,0.0,0.0,0.0,11.070586538461537,0
21745,1,2,3,1,4,531.0,5540.790045000001,1026.0,10797.383096000021,5.0,71.750648,336,20.4587306875,19.923531500000003,21.928879499999997,20.4156623125,18.944747312500002,0.625,10.029432062500002,0.0,8.655544999999998,0.0,21.235732499999994,0
8763,1,2,4,1,2,155.0,1904.1321510000012,606.0,6363.79587500001,1.0,15.548422,88,0.0,0.0,0.0,-12.541690333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12287,1,2,3,1,3,83.0,1041.6967739999998,271.0,3078.432478000002,0.0,0.0,464,19.934367,18.04769059090909,20.218732863636355,19.989873659090907,17.68847231818182,3.3636363636363638,18.38578134090909,0.0,0.0,0.0,0.0,0
9371,1,2,4,1,3,95.0,1228.0578709999993,419.0,4776.560209000002,6.0,87.4482,352,0.5956040000000004,12.912856,12.97363,12.973254333333335,11.207146333333332,0.0,19.228394333333334,0.0,4.393470333333333,0.0,12.511532,0
47852,2,2,3,3,1,266.0,3287.253495999998,338.0,3821.568367,19.0,230.54626400000004,192,10.13229575,10.132314125,21.438302375000003,20.661957625,18.013446624999997,0.0,10.3332253125,0.0,0.0,0.0,0.0,1
15618,1,2,4,1,3,266.0,3367.7597410000008,711.0,7976.318631000004,0.0,0.0,1764,14.533756212962963,13.77577884259259,16.001093675925922,17.20078770370371,15.485687055555552,1.7592592592592593,15.459121407407409,0.0,1.489752601851852,0.0,11.180728888888897,0
22580,1,2,3,3,1,246.0,3145.944948000002,444.0,5123.371541999994,0.0,0.0,176,18.046371412621347,17.914910832524274,15.632917036407765,19.772293305825247,17.856290182038837,0.8883495145631068,15.645033014563104,-0.2089087572815534,2.378448718446602,0.8162442087378641,11.12827052912624,0
815,1,2,3,1,4,89.0,1124.337261,117.0,1330.0216760000005,0.0,0.0,696,11.867561590909089,12.422857795454545,20.062662499999995,18.497943272727273,17.22645547727273,0.6590909090909091,13.298089068181817,0.0,0.0,0.0,12.23002034090909,0
13755,1,2,4,1,3,68.0,939.9526659999998,133.0,1499.9492060000005,11.0,161.990734,510,17.500436029411766,16.380249029411768,18.576985235294128,17.36978423529412,16.168551205882356,0.47058823529411764,16.779698088235296,0.0,2.116656617647059,0.0,14.877762264705884,0
3224,1,2,2,1,1,722.0,10305.150120000004,1378.0,15822.594446000072,0.0,0.0,216,16.81496245833333,18.277924208333328,19.62591170833333,17.546631499999997,16.731054333333333,0.20833333333333334,19.841387833333332,0.0,0.0,0.0,12.162778124999997,0
9372,1,2,4,2,4,54.0,705.76933,138.0,1540.9054740000004,0.0,0.0,1510,13.585177166666666,-5.364184999999999,17.526936,16.811322999999998,14.316764666666666,0.5,6.4634184999999995,0.0,0.0,0.0,0.0,0
5127,1,3,2,3,1,80.0,1063.6557040000005,213.0,2590.0131699999993,0.0,0.0,200,6.961533105263159,6.971331605263156,15.360934144736833,21.03424272368421,19.221739499999995,0.0,7.227852052631581,0.0,0.0,0.0,7.347033157894738,0
40832,2,3,4,1,2,156.0,2018.723226,403.0,4644.725851999992,0.0,0.0,560,17.137907452054804,16.18411839726027,16.86460678082192,19.245290465753435,17.349156999999998,0.273972602739726,14.955054575342468,-0.2582402876712329,1.6015907397260274,2.116044575342466,11.068704986301366,0
3812,1,3,3,3,4,129.0,1722.0996030000013,287.0,3391.689863000003,0.0,0.0,644,13.737750907692313,13.174766915384623,15.86713143076922,20.74253297692308,18.36193697692308,2.2153846153846155,13.58770383076923,0.0,0.0,0.0,7.92106153846153,0
13303,1,2,4,1,2,166.0,2093.259376000001,387.0,4473.540446000002,0.0,0.0,640,0.0,0.0,21.069882999999997,20.109391333333335,18.769983666666665,0.0,0.0,0.0,0.0,0.0,0.0,1
373,1,2,2,1,3,115.0,1331.49828,322.0,3432.529789000004,0.0,0.0,343,9.941935639436615,8.823176036619714,17.70432396338028,20.024613276056325,18.055415569014095,0.4056338028169014,10.014450692957752,0.0,0.08987165633802817,0.5216559887323944,4.4171487943662,1
14,1,4,4,1,4,521.0,6856.993312999991,729.0,7960.811363000001,0.0,0.0,208,11.855583235294116,12.122758470588238,13.876785117647058,18.69065994117647,16.362376705882355,0.35294117647058826,13.05414094117647,0.0,0.9755140588235295,0.0,2.3075995294117644,0
117,1,2,4,1,4,264.0,3170.056143000001,748.0,7896.72939500001,17.0,146.42938399999997,1270,12.77589144615385,14.635259969230765,16.61068193846155,14.321949723076925,13.216589646153846,0.2923076923076923,12.947290984615385,0.0,0.0,2.3350364615384613,7.062243461538459,0
12659,1,2,4,1,1,348.0,4185.194351000004,1038.0,10890.936560000053,5.0,68.965641,100,0.0,0.0,19.971270999999998,18.934731,16.632146,0.0,18.934731,0.0,0.0,0.0,18.767298,0
918,0,3,4,2,2,481.0,7101.177783999978,1546.0,19498.859811999984,0.0,0.0,280,19.050716,18.705422,19.05498,19.069405,16.76684,2.0,18.731719000000002,0.0,0.0,0.0,0.0,0
704,1,2,3,1,3,339.0,4401.801412999998,803.0,9596.605794000017,0.0,0.0,315,19.401635499999998,19.2067265,20.307743,19.6667445,18.9132925,0.0,19.526826,0.0,0.0,0.0,19.614596,0
14707,1,2,2,1,4,379.0,4742.1722439999985,611.0,7339.123874999966,14.0,189.40628400000003,390,15.784059793103449,15.542620103448275,19.17531013793103,19.1685558275862,16.931031241379312,0.4482758620689655,14.866604379310346,0.0,0.0,0.0,9.263359793103449,0
37871,1,2,4,3,1,180.0,2146.1111669999996,261.0,3003.967252000002,0.0,0.0,24,12.967974972222219,6.625757719696974,17.48067675505041,19.775189651515138,17.267130469696966,2.8005050505050506,10.18524415404041,0.4333509873737373,1.9977374141414148,0.0,8.15025518434341,0
21748,1,2,4,1,2,118.0,1511.448705,251.0,2995.666871,1.0,12.552693,1969,6.2074447251908405,12.815994675572522,12.102595099236625,7.258087961832061,8.42718870610687,0.17557251908396945,10.339589667938919,0.0,0.0,0.21018845038167938,10.808976812977116,0
10918,1,2,2,3,4,27.0,310.80507200000005,24.0,291.597243,1.0,6.479379,440,10.671656333333335,11.481916916666668,18.888556694444446,17.51219636111111,15.618763333333337,0.16666666666666666,12.013772499999998,0.0,0.0,0.0,6.120610999999998,0
2788,1,3,4,1,2,342.0,4318.322519999999,891.0,10031.043463999998,1.0,8.640842999999998,319,15.527848804878051,18.721199219512197,20.686574121951214,17.493274097560978,16.947122853658538,4.804878048780488,19.16482368292683,0.0,0.0,0.0,8.280770902439023,0
3244,1,2,3,2,1,94.0,1238.7056630000004,302.0,3471.903391000001,0.0,0.0,792,14.516124733333337,14.611232733333335,19.24618284444444,17.968962977777775,16.730341266666667,0.17777777777777778,15.423368266666664,0.0,3.5841092000000003,0.0,17.377399599999993,0
47119,1,2,3,3,3,347.0,4578.368352000001,530.0,6625.519021999996,0.0,0.0,208,13.716327354098349,13.725703452459024,18.858423754098354,19.53526460983608,17.57331984262293,1.062295081967213,7.692782711475411,1.3464158098360655,0.9861119049180328,0.0,6.614228426229507,0
13002,1,2,4,2,2,371.0,4635.164168,589.0,6668.634415000002,30.0,350.7879049999999,576,15.323504631578942,10.81707938157895,17.913827092105237,19.01324836842104,17.563472703947372,0.6710526315789473,15.23890167105263,0.0,0.2411669605263158,2.8220745657894737,5.481670756578953,0
2635,1,2,2,3,1,340.0,4710.260826000002,547.0,5828.693028000002,0.0,0.0,216,17.86958471287128,17.55798933663367,19.594764821782203,20.001526405940588,18.654959772277223,0.8613861386138614,9.04353400990099,0.0,0.0,0.40998845544554463,18.138114376237603,0
25370,2,2,2,3,1,446.0,7005.28068199999,476.0,6899.86340199999,12.0,183.75092699999996,3168,18.812387538461532,19.174478452991448,19.747832435897422,19.983210794871795,18.142602350427353,0.37606837606837606,19.930474589743593,-0.17639592307692306,0.0,2.591117068376068,10.31338888034188,0
13003,1,2,3,1,1,297.0,3757.145224000003,711.0,8153.081908000017,0.0,0.0,670,8.078566978048782,6.612674097560973,12.696393602439029,19.76271246585364,18.585781231707333,1.2390243902439024,7.923066178048783,0.22662279756097561,0.6898554926829267,0.8426802292682929,4.460997441463406,0
25371,2,3,4,3,2,270.0,4064.0753929999996,640.0,9115.502680999974,0.0,0.0,2680,16.904607052631576,15.698755039473681,19.803563355263154,19.65493197368421,17.695898605263164,1.0,10.861106631578945,0.0,0.0,2.3533934342105267,16.33963167105264,0
599,1,2,3,3,1,111.0,1518.6302840000008,278.0,3260.679844,0.0,0.0,441,12.662348322580645,13.027414129032259,16.11670187096773,18.13057333870968,16.42535482258064,0.6451612903225806,14.019228225806454,-0.33246974193548384,1.4643446612903228,0.0,11.563359709677423,0
38607,2,3,4,1,4,328.0,4440.958003000002,539.0,6724.200730999998,7.0,88.941533,452,12.20558975,11.72915043367347,8.84185004081633,18.035962423469375,16.36301938775511,1.219387755102041,12.003955285714284,0.0,2.0155698214285716,0.0,3.377982219387757,0
919,1,2,4,1,1,572.0,6845.045378999988,1590.0,17707.658697000043,0.0,0.0,266,15.227711666666664,14.639519222222226,17.553890666666668,19.098569555555557,18.045973111111113,0.0,17.043271333333333,0.0,0.0,2.191369111111111,16.93776,0
50668,1,2,4,1,2,63.0,805.8572640000001,168.0,1762.3309609999992,0.0,0.0,264,17.74055935714286,18.719519357142854,19.460444999999996,18.86192271428572,16.664311714285713,2.142857142857143,19.258598000000003,0.0,0.0,0.0,0.0,0
19601,1,2,4,1,3,32.0,345.676226,86.0,918.8124359999995,17.0,183.20937199999997,600,11.0671566,11.2662154,19.460445,18.347883000000003,16.272106,0.0,11.025829400000001,0.0,7.568361200000001,0.0,11.260378800000002,0
374,1,2,2,2,1,345.0,4817.646952999997,416.0,5327.787489000004,0.0,0.0,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1404,2,2,3,4,4,250.0,3157.203245000001,537.0,6433.585861000006,33.0,457.7169119999999,1144,13.001852058823529,17.911710764705877,18.904738882352945,15.354127705882357,15.65953058823529,0.5588235294117647,17.548942617647057,-0.567869,1.3196910294117647,0.5701788529411765,11.067447176470589,0
2113,2,2,3,3,1,551.0,6841.662051999975,1449.0,16256.673383000109,1.0,15.142957000000001,3567,16.613567596296313,16.59130090000004,19.97127100000002,19.930361807407447,17.726789681481478,0.6259259259259259,0.0,0.0,0.0,0.0,19.278123000000043,0
52989,2,4,4,3,4,71.0,938.3792420000003,234.0,2626.1828260000016,0.0,0.0,9550,0.0,0.0,0.0,11.046677363636359,13.283788681818187,0.0,0.0,0.0,0.0,0.0,0.0,0
11378,1,2,3,1,1,60.0,626.2027529999998,320.0,2819.9822020000083,1.0,13.457529999999998,5820,17.03071671428571,6.208326321428571,0.0,19.88835871428571,18.597933750000003,3.3214285714285716,17.604574892857144,0.0,15.553360999999997,0.0,0.0,1
32385,2,2,4,1,1,103.0,1384.168363000001,471.0,5598.133577,0.0,0.0,2373,11.815610428571429,9.829808238095238,15.49133142857143,17.96814557142857,15.935242714285717,0.7142857142857143,9.991496142857143,0.0,2.2500986666666667,0.0,8.466833142857142,0
5128,1,3,4,3,2,724.0,10643.664458000008,499.0,6230.014553000006,0.0,0.0,3885,21.078208463414633,20.47393690243902,17.86904209756097,20.75583124390244,19.40860704878049,1.6097560975609757,20.330734999999997,-1.525728536585366,0.0,0.0,17.223929097560976,0
8248,1,2,4,1,4,144.0,1720.386548,366.0,3979.3681470000006,0.0,0.0,583,-9.16862052173913,16.02349404347826,19.12495556521739,-3.6322038695652163,6.570441000000001,0.0,17.889650391304343,0.0,0.0,0.0,18.431808565217384,0
4707,1,2,4,1,4,397.0,5776.320289999994,649.0,8533.804910999947,0.0,0.0,13,17.320097108527136,17.465721488372075,20.02497596511626,19.529244833333326,17.88504352325581,0.7635658914728682,18.323351065891472,1.3801403759689923,3.274168259689923,0.0,15.193267965116274,0
1719,1,2,3,3,2,325.0,4270.005146000003,951.0,11232.569029999986,0.0,0.0,630,6.43431025,8.6170297,12.727098899999998,17.4685391,15.577046199999998,0.05,11.981303250000002,0.0,0.0,1.6791299,0.92720815,0
6606,1,2,3,3,2,257.0,3055.516664,339.0,3787.6781060000044,0.0,0.0,768,17.014430379032255,15.879425935483878,17.66880821774192,19.1849966451613,17.813782314516136,0.782258064516129,16.20650023387096,0.0,0.0,3.431842000000002,11.211664814516123,0
375,1,2,4,1,4,122.0,1338.2646480000003,183.0,1932.5903149999997,0.0,0.0,84,12.677668307692308,15.284846153846152,19.148548846153844,15.799305769230767,14.437928384615388,0.3076923076923077,12.898851076923076,0.0,0.0,0.7884723076923077,12.712038230769226,1
18396,1,2,4,1,3,263.0,3057.072361000002,935.0,9857.156319000032,12.0,179.518355,462,13.587677588235291,12.695039941176471,18.244160294117645,19.242445117647062,17.081887882352945,0.47058823529411764,16.24926394117647,0.0,0.0,0.0,14.189764764705885,1
16696,1,2,3,1,2,1.0,15.013701999999999,10.0,122.04460900000001,1.0,15.013701999999999,715,14.307299979591834,14.184058612244895,13.838130520408157,20.440421112244895,18.654578397959188,0.9387755102040817,14.364251826530609,-0.40209507142857137,1.1585717346938775,1.4931820510204081,10.099552540816324,0
25373,2,4,3,1,3,255.0,3231.3917000000024,864.0,10275.761493999998,3.0,44.751658,120,20.741149523809522,20.586230714285712,22.005202142857136,20.675850095238093,18.997224142857142,0.0,20.2908359047619,0.0,4.940596190476191,0.0,21.328614428571434,0
8010,1,2,3,1,3,34.0,423.98239500000005,66.0,781.2664969999998,0.0,0.0,636,10.29941675,9.548745749999998,20.664417999999998,20.599274,18.025068500000003,0.0,8.98487025,0.0,0.0,0.0,9.985635499999999,0
37083,1,2,2,1,1,307.0,4348.222493999999,735.0,9311.14526500001,0.0,0.0,1768,11.287744823529414,8.987917411764705,17.486625235294117,16.72288094117647,15.440514323529408,1.0,11.238711588235294,0.0,0.0,0.0,0.0,0
3035,2,2,3,1,1,413.0,4840.730628999998,1665.0,16824.602022000006,0.0,0.0,288,-7.319378333333335,10.041286000000001,19.459585444444443,-5.928823888888887,3.234726,0.0,3.747172,0.0,0.0,0.0,14.994095666666665,0
3975,1,2,3,1,1,131.0,1833.5120160000001,154.0,2036.5889879999993,0.0,0.0,708,7.5619917138047095,12.301888239057233,15.973428164983158,12.77115397643096,13.191774518518514,1.3973063973063973,7.2456969292929285,0.6495317171717173,0.08909126936026936,1.2802030538720541,5.038850262626265,0
3121,1,2,3,1,1,114.0,1440.8947540000008,252.0,2831.4425350000033,0.0,0.0,791,3.4940694814814814,5.078989148148147,17.834610851851853,16.866342111111113,14.658097148148148,0.25925925925925924,0.0,0.0,0.0,0.0,5.712036444444443,0
28605,1,2,4,1,4,182.0,2363.597363000002,463.0,5588.267950000001,1.0,15.26074,45,18.30986525,17.438742549999997,9.932954999999998,18.2253747,15.26214985,0.95,13.309802049999998,0.0,0.0,0.0,9.180916499999997,1
9845,1,2,2,1,1,174.0,2342.4184630000013,482.0,5834.825485999995,0.0,0.0,376,7.245511538461539,7.350458230769231,7.328838461538462,15.05786423076923,13.672488153846153,0.23076923076923078,7.317847923076922,0.0,0.0,0.0,0.0,0
13004,1,3,4,2,2,348.0,4926.583017000001,711.0,9139.652871999997,0.0,0.0,832,15.988070285714281,15.783702285714282,14.618263714285707,18.273132833333328,17.05108419047619,1.3571428571428572,16.13819797619048,-0.738760988095238,3.498219083333333,0.0,4.856780749999998,0
5854,1,2,4,1,2,281.0,3519.722295000003,472.0,5522.611704000011,0.0,0.0,1360,17.803008913043477,16.579779869565215,20.12746647826087,17.851258173913042,16.803811782608694,3.3043478260869565,11.50760147826087,0.0,0.0,0.0,6.7054340869565205,0
35436,1,2,3,1,4,181.0,2325.7661209999997,490.0,5512.121052999996,0.0,0.0,2244,11.688373750000002,11.654255916666665,12.780840444444449,20.143858333333334,18.587366777777774,2.138888888888889,12.469678805555557,4.373735388888889,6.491580249999999,0.0,10.388523583333335,1
